gene	baseMean	log2FoldChange	lfcSE	pvalue	padj
WDR77	2085.4139650143275	-1.0547916319636756	0.059249746562739875	3.2199778421565257e-72	7.10810108656053e-68
SLC27A3	701.1079593898804	-1.3574332182198552	0.07670094586408414	9.730086279621177e-72	2.147916546226375e-67
TK1	2497.7245961438052	-1.1982001202420725	0.06765238433028303	1.2107670316016136e-71	2.672768222260562e-67
C12orf73	903.1996913227217	1.395217185914191	0.07909418376604065	2.3552352225539147e-71	5.199181753787767e-67
FAM171A2	638.3450246226649	-1.2203878276023339	0.06907087500607499	2.4433303508066035e-71	5.393651749405577e-67
ZNF358	722.7738654393042	-1.2546659299308238	0.07119918765773568	5.121766496528125e-71	1.1306299541085835e-66
ATAD3A	1754.9793638048873	-1.114317430646229	0.06317482556213332	5.2294106696575846e-71	1.1543924053269117e-66
NME3	579.8393686708096	-1.5126144489462636	0.08611049222208178	5.294665601281108e-71	1.1687974314828046e-66
DLGAP4-AS1	186.44553119321125	3.023844464912506	0.1707276989048266	7.058266508484758e-71	1.5581123317480105e-66
KLF16	1487.4691402886563	-1.315541289950336	0.074949829617203	1.4649774797812644e-70	3.233937786617141e-66
ENSG00000267523	83.4229023780295	3.5858028678423017	0.2031355703792969	1.810489814557927e-70	3.996656265636624e-66
ENSG00000258824	153.19623073595054	2.882550735674425	0.16383056016088968	4.643303179601554e-70	1.025009176897043e-65
GPC1	1236.1162865050887	-1.1394814891483196	0.06512803399179032	6.12887349387882e-70	1.3529488237737495e-65
C8orf82	352.90511309929553	-1.8822949032049314	0.1089104813345386	2.399263752899917e-69	5.296374734526567e-65
AURKAIP1	2030.8515014668542	-1.0446940757969785	0.05996042400643541	2.6838320660298487e-69	5.924559285760891e-65
MPDU1	2161.187006583273	-1.0965154514059243	0.06301127755894961	3.4771821174588144e-69	7.675879524290333e-65
PGP	933.0762477222484	-1.412571798075129	0.08153278383251984	5.48713716402446e-69	1.2112855289583995e-64
TMEM201	1129.2140768880588	-1.2375197983723152	0.07144307058827648	1.0304677875392822e-68	2.2747576409929655e-64
ATP1A1-AS1	283.0156638976552	2.4203685093099803	0.1399087291470526	1.4880281461947972e-68	3.284822132725015e-64
ENSG00000245156	54.968973804240306	4.704303615382958	0.27399253734016416	2.0681095492229328e-67	4.565351829909624e-63
LMF2	572.1280087858349	-1.3913891126430606	0.08133076181996184	2.5463890659205853e-67	5.621153863019692e-63
COMMD5	501.3744401334511	-1.4755624013384379	0.08690836749434519	1.6465861423007675e-66	3.634838909128944e-62
METTL26	779.7513660220466	-1.2118271738802935	0.07134942310161235	3.641143748387326e-66	8.037824824565022e-62
YDJC	388.7951282703371	-1.5842726872286974	0.09393060414678635	6.805748490275697e-66	1.5023689792283601e-61
MCM5	9777.24890532011	-1.1223822958505318	0.06623555250556298	8.59751432369507e-66	1.8979012869556866e-61
RAB5C	314.69866594861986	-1.7022379453710113	0.10145090207891784	1.8653336590136443e-65	4.11772405227262e-61
SIGIRR	566.8736033221049	-1.3615721468130877	0.08091995243901713	3.4321842873755093e-65	7.576546814381437e-61
DHCR24	27647.15946725466	-1.3332707417589478	0.07923583715997717	3.7559037949222955e-65	8.291157627290968e-61
MRPL4	1606.3990678699995	-1.0100322727924413	0.060152990235401965	1.4974011822377912e-64	3.305513109789924e-60
TOMM40	5660.722161943212	-1.0184995300702486	0.06068060846880288	1.635270853313772e-64	3.609860408690152e-60
NDUFAF8	614.122923991352	-1.562521756655597	0.09376355071934726	2.2386546702161367e-64	4.941830184502122e-60
ENSG00000257553	279.1682238213032	2.0929916419602477	0.12584307290783614	2.3684592375865954e-64	5.228373766972409e-60
ENSG00000267598	70.74701858197426	4.965795695967292	0.29712713474804736	3.2565292843685194e-64	7.188788395243507e-60
BRAT1	1078.2529130806158	-1.4846073214795517	0.08917902925449747	4.202186137725703e-64	9.276325899029489e-60
CDK2AP2	710.5074097647863	-1.3231101918292167	0.07934158011820724	4.8697323523683185e-64	1.0749934167853062e-59
NDUFS8	1375.3413217709258	-1.1468627086824295	0.06868157562765374	5.2866986396270825e-64	1.1670387246976784e-59
LYPLA2	3927.5030421630036	-1.013688198204604	0.060774170742093694	9.647160353670158e-64	2.1296106480726873e-59
DHX37	2324.6373492078746	-1.2206216420095752	0.0733034507231963	9.783499121793069e-64	2.15970743113582e-59
UCP2	2114.3922563711826	-1.0813523982366058	0.06501337741998259	1.8109857658267008e-63	3.997751078062442e-59
C15orf39	1503.953760147718	-1.0102930812009459	0.06076515021936363	2.3745530449517935e-63	5.241825846731084e-59
MAPK7	926.6441489197031	-1.117506429194152	0.06728890994423897	2.556331587390776e-63	5.643101979165137e-59
ENSG00000286195	116.21916366051347	2.971362948025431	0.17817789639647016	3.7440545261434924e-63	8.26500036646176e-59
SLC27A4	789.363750536114	-1.1173585300433126	0.06738102410061839	3.87089035625924e-63	8.544990461442273e-59
LRRC2	605.9238316230966	1.1994949496452982	0.07271722745307489	1.3829782137123411e-62	3.052924406769993e-58
MED22	2194.267315328626	-1.154242979459666	0.06999687951323585	1.6708058060831932e-62	3.688303816928649e-58
SPHK2	1114.2142626791056	-1.2928010160230772	0.07922688635657388	2.0172496220517738e-61	4.453078540679291e-57
JSRP1	78.7432597880329	3.7770004895158875	0.23032536579843277	3.0126852121426956e-61	6.650502605805001e-57
CHCHD10	574.1172435372536	-1.6744906090166622	0.10350875923157904	4.32640442474909e-61	9.550537767633615e-57
DAPK3	1293.3705023202767	-1.1527324060116393	0.07080782996912442	5.3106220808695054e-61	1.1723198243519432e-56
C1orf122	662.4406006677794	-1.5288929603922001	0.0944364204373813	6.526605956233885e-61	1.4407482648386302e-56
RAB34	4744.759523871155	-1.005858152245506	0.06213625337245214	3.269636399902371e-60	7.217722352784483e-56
RHBDD3	800.2030063107667	-1.4069792925354518	0.08745823327570701	5.737827428807097e-60	1.2666254049091665e-55
PFAS	6086.625468858681	-1.0258413064288905	0.06361568524166457	8.556159880012287e-60	1.8887722935127124e-55
C12orf57	1501.9208081841111	-1.1220600659317106	0.06976648456194827	1.3800115879298342e-59	3.046375580355109e-55
GRWD1	2927.0113490134772	-1.183945813118039	0.07378452341972312	2.1989248214628682e-59	4.854126543379282e-55
SLC35A2	678.802573605324	-1.5531498836601245	0.09728517716372487	2.2030773591703476e-59	4.863293270368542e-55
ENSG00000261419	53.48115257631296	3.7547771773992595	0.23300257001905159	3.158116999897598e-59	6.971543277273947e-55
ENSG00000240553	239.70035503976055	2.073839252784554	0.13071748266221744	5.961049370899545e-59	1.3159016486260745e-54
ENSG00000279827	193.0582386795396	2.1738417102523604	0.13694554855177815	7.8934402047650445e-59	1.7424769252018835e-54
LPAR2	628.529732553319	-1.338127182776861	0.08406755926076438	1.134328151311612e-58	2.5040293940203836e-54
FOXH1	1988.277893192082	-1.3368590921057524	0.08410529791220567	1.6241324891485444e-58	3.5852724697954116e-54
GPR137	460.71852114626097	-1.3819283436400107	0.08700056979797832	1.647749930491923e-58	3.63740797156092e-54
IGSF9	887.1441316371727	-1.2910121272654456	0.08120248588845	1.772195594722938e-58	3.912121775350886e-54
NCKAP5L	1088.770433395023	-1.1424760198222614	0.0719169054328672	3.1194739688996292e-58	6.886238786345932e-54
ALG1	1207.3918775922216	-1.1201752632607154	0.07051195985242377	3.2549326368039954e-58	7.18526379574482e-54
TSSC4	666.1270327482666	-1.2568679345368803	0.07925578104183884	3.709286887448906e-58	8.18825080404346e-54
BTBD17	306.767638881261	-2.888369376125823	0.18106821150442565	4.632466392170726e-58	1.0226169560716878e-53
INTS5	970.6095604171276	-1.2891250956071079	0.08145767702768797	5.6938793496160605e-58	1.2569238664277453e-53
MVD	2846.659977573675	-2.1603129533426344	0.13731207924131142	6.921752012156378e-58	1.5279767566835206e-53
MPV17L2	751.1637307999475	-1.2518782885082054	0.07914162247195891	7.118354783111052e-58	1.5713768183717648e-53
THOP1	2224.9546283349305	-1.0751322563880146	0.0680530181238177	1.4471617663522707e-57	3.1946095992226375e-53
DGCR6L	919.7148014945062	-1.10659330260513	0.0700758683724184	1.5151354732081536e-57	3.344661557106999e-53
PKDCC	2198.639788854621	-2.1707124031801297	0.13864025275138017	2.3953180700683214e-57	5.28766463967582e-53
GMPPB	774.1735569511599	-1.4637498105121627	0.09382349544952878	1.0382756321876324e-56	2.2919934580541986e-52
LAGE3	506.4633794574477	-1.6880532159673385	0.10911249454076535	3.099108322458238e-56	6.841281621826561e-52
RRP12	3121.669655290796	-1.0610019473467998	0.06807851445894851	4.308431985229925e-56	9.510863607395059e-52
POLRMT	2065.2644276836418	-1.1530492687071934	0.0743101046082193	1.028616388244884e-55	2.2706706770505815e-51
GRINA	1819.8491341333006	-1.0403425972337645	0.06700791812691179	1.1397563837486846e-55	2.5160122171252212e-51
ARC	414.5966406271281	-1.8492786653106723	0.12042509397347947	1.264969442150605e-55	2.7924200435474604e-51
CLDN7	920.6516170829184	-1.3483800807876307	0.08724268065343568	1.5729011274258865e-55	3.472179238792645e-51
VPS9D1-AS1	496.893291909402	-2.135523977516299	0.13898152389836124	1.9159575199819845e-55	4.229476225360231e-51
ZYX	6937.059460424597	-1.0874248925814065	0.07036787960813691	3.159489121809758e-55	6.974572236395041e-51
