gene	baseMean	log2FoldChange	lfcSE	pvalue	padj
U2AF2	9519.959973033958	-1.2615628726746564	0.06318257931477515	5.433445612533206e-90	1.1994331189667051e-85
MIF-AS1	98.77594138838688	4.663878835967761	0.23381795580495437	8.986940759920584e-90	1.9838671727524687e-85
RHOT2	1920.328691010502	-1.3438447011043817	0.06762501096909637	2.489514029121695e-89	5.495602219286142e-85
FBRSL1	2229.0961967492485	-1.599725492352707	0.0816671642437955	1.1926298522692326e-87	2.632730398884331e-83
ENSG00000244716	164.71653717233778	2.6965103101113432	0.1368306999495045	2.113588862153408e-87	4.665747413203648e-83
LDHB	1900.3329062808277	-1.5685560213812764	0.08016764328140383	2.3423019752636494e-87	5.170631610394506e-83
NUBP2	1187.4695297523456	-1.354395264757812	0.06907250718950592	4.342679774288565e-87	9.586465601742006e-83
ENSG00000273175	670.537557004834	2.371229040082233	0.12119679936151406	5.204864898959166e-87	1.1489739264452358e-82
TMEM147	2137.3963195628876	-1.0392274758479192	0.053066646881189845	1.837279308649548e-86	4.055794073843877e-82
KIF26A	2916.093900202734	-2.065713576206278	0.1067706447826504	4.32127199881805e-86	9.539207937390845e-82
ENSG00000267062	93.26853906917903	5.675647261371715	0.2927544884056994	1.8370146586679053e-85	4.055209859009401e-81
RPS28	5950.3267955590845	-1.122120520323132	0.057811622959680266	4.776450327070162e-85	1.0544014097007383e-80
ENSG00000236498	170.92593718984884	2.910285995639722	0.14956946467827578	4.865272421086658e-85	1.0740088869548798e-80
NDUFS7	771.2369209397472	-1.5734373073748642	0.08165812695208902	7.37794749401277e-85	1.628681909303319e-80
TIMM13	3415.1778298024697	-1.2308930555308444	0.06353841081829878	7.474810580090498e-85	1.6500644355549773e-80
H2AZ1-DT	121.24758373610351	3.9552467148868713	0.20462317205167974	3.861321455556072e-84	8.52386711314003e-80
HMGA1P4	132.7861037604705	3.909471627577085	0.2030653440572047	1.80369026508622e-83	3.9816462601778306e-79
ARHGAP1	2519.0797099735046	-1.0732462273207386	0.055906975683667176	3.200201010243291e-83	7.064443730112065e-79
MAP1S	2029.668398922921	-1.3070293581910233	0.06826118742718428	4.249755125641241e-83	9.38133443985304e-79
ENSG00000287299	93.0899853871695	4.50751034785384	0.23575631267118335	1.173199983988377e-82	2.5898389646543424e-78
FARSA	3055.204420664292	-1.1668405835794573	0.061242102585196516	4.2298419959440927e-82	9.337376206046585e-78
FBXL19	3554.010021309424	-1.3200126676861637	0.0695173022357671	8.385293287020348e-82	1.851053493109742e-77
MZT2B	881.5898974511846	-1.446607259772176	0.07634137665027038	8.433908846476518e-82	1.8617853778596915e-77
CDIPT	1617.6876446269098	-1.1239510077811132	0.05914670792484671	1.2091236823313175e-81	2.6691405287463836e-77
LRP3	1005.3321642312434	-1.407719449232417	0.07433517446491755	1.3555719796065382e-81	2.992425144981433e-77
C19orf48	2584.779203792212	-1.2534452407848378	0.06613707593125664	2.2104015057475496e-81	4.879461323937716e-77
ADRM1	3326.2616942200784	-1.2169401735946037	0.06424633800862026	3.0549817359401578e-81	6.743872182087898e-77
TNS2-AS1	995.4553938737935	2.3482408705592763	0.12488680047979159	1.0050732834701371e-80	2.2186992732603276e-76
UQCRHL	251.64204517246978	2.487888293463097	0.13234895747838912	2.9736705817795153e-80	6.56437780927828e-76
PKMYT1	1095.6483453714936	-2.048399545338063	0.11001559386322607	4.198286905858679e-80	9.267718344683033e-76
TMEM160	436.51745829835266	-2.234178560315696	0.11980193599312591	7.569214078418935e-80	1.6709040078109798e-75
ENSG00000289809	457.3061364127088	5.809824559860219	0.310646043355181	7.71573819284777e-80	1.7032492060711454e-75
PTGES2	1655.7891850524938	-1.0249803317770207	0.05457846507839259	9.626407159396999e-80	2.1250293804368876e-75
TRMT61A	587.6706588760352	-2.5316502520934985	0.13505083315691585	1.035840964674393e-79	2.286618929518723e-75
POLR2L	1572.2874031232093	-1.3925766111956686	0.07447638182658814	1.3564444531579248e-79	2.9943511303461187e-75
ARMC6	2241.089477611315	-1.4280714518020252	0.07648197548363862	1.7767957830649074e-79	3.922276691115783e-75
RAVER1	1484.3695341451098	-1.2119483513805145	0.06502267530564196	9.334955397855433e-79	2.060691404076587e-74
SH3GL1	3583.5255765121606	-1.0661081085612951	0.05716432130730916	1.0423917197197258e-78	2.301079721281295e-74
RPL22	2868.6796083201557	-1.1872290697124162	0.06387861566416471	2.703389356170222e-78	5.967732003745765e-74
A2MP1	230.14670806523856	2.1588727420814964	0.11730946849144813	4.2569905879698296e-78	9.397306722943398e-74
WDR18	1544.8580080683219	-1.4134772101654975	0.07702083301550121	7.424554320286545e-77	1.6389703662032548e-72
ENSG00000254662	320.14621183947725	2.4902669908032498	0.1359450087692368	2.25183413638657e-76	4.970923856073353e-72
ENSG00000259952	91.81925351758845	4.571478144845928	0.2492290500851007	2.3637804418602323e-76	5.218045325406463e-72
CHMP1A	2009.0782620165228	-1.015004775579101	0.05535107586434048	3.6693425518954426e-76	8.10007368330919e-72
ABHD17A	811.0961487045764	-1.5913307242461838	0.08778560629615699	1.2686183130549825e-75	2.800474926068874e-71
YIF1A	1130.94797994752	-1.4226681976206363	0.0782916315677898	1.9086802204298993e-75	4.213411586599003e-71
LRFN4	913.2636530615474	-1.7060939345249138	0.09484711594392488	7.137960594643107e-75	1.575704801267466e-70
BOP1	2725.0709191850124	-1.4942158147971594	0.08313738497024863	4.2810100254921476e-74	9.450329631273915e-70
GPAA1	685.226139443054	-1.581669179383414	0.08819175144070049	4.477918698310442e-74	9.885005526520301e-70
SPATA21	120.11171072236459	3.035361742487863	0.16908642807986207	1.0166439807292398e-72	2.244241587459797e-68
RPL10P16	237.2255144173915	2.2514200524961145	0.1269979470847458	1.6881466625600295e-72	3.726583757601265e-68
ATG10	756.9550183675178	1.3896021242090253	0.07812705094011571	2.418739067178572e-72	5.339366490796697e-68
DYNC2I2	1060.267565023926	-1.4578884145556987	0.08214306656478289	3.091281990201254e-72	6.824004993369268e-68
NOL6	2639.3777632169604	-1.305395497373046	0.07340749444723099	4.015319230242158e-72	8.863817200759563e-68
COMMD4	1529.0692366369906	-1.179622326599449	0.06636874033864998	7.392637556597828e-72	1.6319247406189703e-67
ATAD3A	1754.9793638048873	-1.337018837545695	0.07565799116412278	2.47850498235109e-71	5.471299748540031e-67
SERINC2	902.3054515832918	-1.307605722883669	0.07397904398993727	2.6881530726647753e-71	5.9340979079074914e-67
H2AX	4382.585475120712	-1.4768841709720115	0.08383327642335218	2.7793323632659656e-71	6.135376191909619e-67
MIIP	777.5179364892882	-1.514655982670852	0.08611636536651349	3.5028620422128246e-71	7.732567958184811e-67
AGRN	3986.6133270270716	-1.1393709570822004	0.06451997530020086	6.2258105278682535e-71	1.3743476740269168e-66
CD320	1511.4978098956453	-1.167532781123465	0.06633036743730897	1.610802932371574e-70	3.55584747321025e-66
NDUFB7	992.8757600405556	-1.2226426150942236	0.06959319223197961	2.4808135115236995e-70	5.476395826688566e-66
DPH2	2159.5030435247036	-1.2054185892723142	0.06865243374479811	3.12932129713544e-70	6.907976763426483e-66
SEMA6A-AS1	94.17423001451783	3.37184680510609	0.19147178689995206	4.409698061389479e-70	9.734408470517274e-66
PRPF19	6212.200129167716	-1.0615315438698427	0.06065520130849286	1.1615043670952153e-69	2.564020890362688e-65
HCFC1	6449.0246054687705	-1.1008592726264785	0.063273733362781	6.578524465686335e-69	1.4522092758002583e-64
FAAP100	952.2881502281047	-1.5130380634988816	0.08802595954520305	3.797107700523374e-68	8.382115248905348e-64
UBALD1	742.8216360712121	-1.5265956604440252	0.08930984752736627	1.7706281916724433e-67	3.908661733116919e-63
RAB13	435.4884703534737	-1.9770142272646347	0.11700040973315075	7.197852563387088e-67	1.5889259533676997e-62
ENSG00000258959	78.96652867686984	4.2939198492200426	0.250653523874241	7.527930025227823e-67	1.6617905530690418e-62
ENSG00000261312	116.83087623894134	3.3753158126516367	0.19690908443207258	1.550383526745981e-66	3.4224716352917534e-62
ALG3	1349.3808616158562	-1.2081746318592055	0.0708170001605114	1.7572308816574207e-66	3.879087171258756e-62
PGP	933.0762477222484	-1.6669181934910058	0.09921986408414792	9.325126620950311e-66	2.058521701574781e-61
BCAR1	2701.65173763738	-1.3154177454477431	0.07809336801020204	4.597561709659035e-65	1.014911747407232e-60
NUDT16L1	867.7702282788466	-1.3385207018256227	0.07953245083604708	5.2238989859235025e-65	1.1531757011426132e-60
INTS1	3587.7979102620734	-1.0104947098426549	0.05985192775879683	5.299071574224082e-65	1.169770050009966e-60
HGH1	977.9411947361638	-1.8247354257539032	0.11028593398370451	2.9341592773310867e-64	6.477156604708374e-60
FADS2	21573.897709264485	-1.1880857097911766	0.07116017796795886	8.927676782271784e-64	1.9707846496864963e-59
LAMA5	2145.9238776744915	-1.301463314398588	0.07822732812620611	1.5917017134808433e-63	3.5136815325089617e-59
DOHH	436.6700862347573	-2.264958649551242	0.13744933943567997	3.7710359150417287e-63	8.324561782454616e-59
RRP9	1579.8289602637187	-1.4618735807209577	0.08873751189986268	9.465135063402586e-63	2.0894285652461208e-58
ARHGDIA	5012.988433410926	-1.2457375468841059	0.07577928551916385	5.320138482917145e-62	1.1744205701039599e-57
ATP1A1-AS1	283.0156638976552	2.6363194256077125	0.1603717777320959	8.070166530203187e-62	1.7814892615423534e-57
NDUFS8	1375.3413217709258	-1.343991740129948	0.08222492421209435	1.6130124127987796e-61	3.560724901253306e-57
ID3	3275.740385815187	-1.099228240837895	0.06713566517989915	2.2965386180067403e-61	5.069608999249879e-57
PNPLA6	1830.8975258451621	-1.0299841403650483	0.06307214593579356	5.1791867887263004e-61	1.143305483611331e-56
MRPS12	978.3435849864148	-1.464592446291348	0.09039627525199012	8.059854450219943e-61	1.7792128698860524e-56
C12orf73	903.1996913227217	1.4878417078486603	0.09205579598688282	1.3029435302612014e-60	2.876247843051602e-56
TMEM201	1129.2140768880588	-1.3842128008169854	0.08557384375580432	2.058185597186995e-60	4.543444705790292e-56
TBL3	1768.8982154662892	-1.1179947569374016	0.06886152555700481	2.1148825644163436e-60	4.668603260949079e-56
WDR6	5688.044200102762	-1.0329701601789778	0.06371901522228426	3.595093795494731e-60	7.9361695535546185e-56
CNPY2-AS1	81.82188917862916	3.28961819578684	0.2025373691486272	5.587774206096989e-60	1.2335011559959103e-55
ENSG00000279827	193.0582386795396	2.4883447659825917	0.15441547562012342	7.068078468225713e-60	1.5602783218608262e-55
PRXL2B	1331.0566056046362	-1.1338690287151858	0.07024741044013819	9.480221451607805e-60	2.092758885442423e-55
YDJC	388.7951282703371	-1.8947825919321981	0.11928946637372785	1.227561417432858e-59	2.709841828983034e-55
SLC5A6	4537.16220873307	-1.1659107042854642	0.07249351029878409	2.2551875641264466e-59	4.978326547809131e-55
ENSG00000283480	79.31084690779636	3.9492386044923173	0.2451908556031143	2.9036196696377704e-59	6.409740420725378e-55
AURKAIP1	2030.8515014668542	-1.1396310562654928	0.07101690002329425	4.256756637557993e-59	9.39679027740927e-55
POLRMT	2065.2644276836418	-1.4110220695865896	0.08846844812291993	6.715260237742343e-59	1.4823936974816222e-54
MED22	2194.267315328626	-1.3242059860865316	0.08300227567083913	1.0130455017114722e-58	2.2362979450280748e-54
RSL1D1-DT	128.1307498918301	2.5155825462728267	0.15851428899058098	4.2234478897581734e-58	9.323261216641168e-54
NME3	579.8393686708096	-1.6424398024763889	0.10461530574275121	6.950445697306585e-58	1.5343108876804287e-53
KLF16	1487.4691402886563	-1.4035913766748949	0.0888861339532746	8.779714018174349e-58	1.9381218695119875e-53
CRLF1	338.6962447010567	1.829199762039373	0.11738281405852184	1.6206647746297276e-57	3.577617489995124e-53
ENSG00000245156	54.968973804240306	4.612143505077383	0.2928133786907799	3.983936053367075e-57	8.794538837807818e-53
BRAT1	1078.2529130806158	-1.6679949731117731	0.10712775744215408	4.475984672421142e-57	9.88073616436967e-53
GRWD1	2927.0113490134772	-1.367782028400262	0.08725958490662164	6.755547331220736e-57	1.4912870733669776e-52
ISOC2	1155.913931035864	-1.0788377036526497	0.06869196182672749	1.107325102662909e-56	2.444420164128372e-52
ENSG00000261305	101.31500385884252	4.120635912886338	0.2623325995701037	1.40552375006568e-56	3.1026936782699883e-52
TM7SF2	1058.16883117891	-1.6281346617992984	0.10512747793403059	2.146346268831253e-56	4.7380593884449905e-52
ENSG00000267523	83.4229023780295	3.5405918525401767	0.22571090433568827	3.5309773896070847e-56	7.79463258755764e-52
SPHK2	1114.2142626791056	-1.4706792652101115	0.09493695766829768	6.280655753367474e-56	1.3864547575558698e-51
WDR77	2085.4139650143275	-1.089313959747402	0.06994047640977945	8.44943259546125e-56	1.8652122454480712e-51
C1orf122	662.4406006677794	-1.7723384001472282	0.1155782246971514	9.585136845941908e-56	2.1159189587416761e-51
NCDN	1903.9548963166935	-1.8566526411152657	0.12134325211349017	1.2134736564192424e-55	2.6787430965454776e-51
DBN1	13818.12011661087	-1.048858484755797	0.06745924474816123	1.3704626452501234e-55	3.025296289389647e-51
ENSG00000286037	52.58549516023022	5.59568234026059	0.36295352272013093	2.475803935435778e-55	5.46533718747448e-51
ENSG00000258824	153.19623073595054	2.906519493667656	0.18689847587769068	2.7679456527173326e-55	6.110240028373511e-51
METTL26	779.7513660220466	-1.3217968284890544	0.08573444710378347	4.768243567606234e-55	1.0525897675490761e-50
NDUFAF8	614.122923991352	-1.731603585641702	0.11407122417273706	1.259508704557831e-54	2.780365465311412e-50
NBEAL2	1146.7896591944284	-1.1124385967063575	0.0725504647929968	3.436022584325017e-54	7.585019854897474e-50
FAM171A2	638.3450246226649	-1.2642796725558172	0.08272193234400893	4.818426552793746e-54	1.0636676615292194e-49
DHX37	2324.6373492078746	-1.3185499935829057	0.08656923993831098	8.485836235274852e-54	1.8732483489369236e-49
SLC35A4	2714.3275600953275	-1.0550801532384844	0.06906798458744166	9.137939312437138e-54	2.017200103220498e-49
TSPAN4	1018.2148360700031	-1.3683747389657819	0.09007510090839284	1.2020006189333878e-53	2.6534163662954534e-49
ENSG00000267598	70.74701858197426	4.8833091220911795	0.32097780010528404	1.2259273654170642e-53	2.7062346591581692e-49
BTNL12P	260.28738411151807	1.8561966255504796	0.12450890355911709	4.741605647442389e-53	1.0467094466729072e-48
LSS	5418.895649322288	-1.7643235387348686	0.11837013119929773	6.813952043863101e-53	1.5041799136827795e-48
ENSG00000286458	462.6732082900371	1.8905341530804416	0.1270568291048759	6.913085539517934e-53	1.526063632848584e-48
MBOAT7	2223.6627621479306	-1.020268547520259	0.06751584013342678	1.1813145927791116e-52	2.6077519635598887e-48
DGCR2	2992.1630217835113	-1.0393947687487155	0.06905766399557219	2.868827513431971e-52	6.332936735901076e-48
FBXW5	954.2728648971495	-1.1315317475500088	0.0753247288298986	3.7935052385097965e-52	8.374162814010375e-48
TOMM40	5660.722161943212	-1.0691324274537712	0.07127621203595079	5.939991705818853e-52	1.3112531690595117e-47
COMMD5	501.3744401334511	-1.5591361195537365	0.10520310383563261	9.0770829056774e-52	2.0037660514282863e-47
MRPL4	1606.3990678699995	-1.0628973597242306	0.07121917260676204	1.86588710998915e-51	4.1189457953010483e-47
ZDHHC16	1361.5354453584573	-1.0218466579576482	0.06847569854760271	2.030655388447846e-51	4.48267176999862e-47
RNF7	674.9484284644077	-1.2623332565037515	0.08488616107607046	2.4998683310797796e-51	5.518459340858613e-47
ZNF358	722.7738654393042	-1.2570007917157549	0.08452741225358543	2.5503334235382142e-51	5.629861032460608e-47
ENSG00000285570	84.39616938012948	2.976310629614459	0.199219519860276	3.5036835687573666e-51	7.734381478031887e-47
ATAD3B	1645.7526069632934	-2.0532080442140077	0.14133560387983726	1.6306939554860791e-50	3.59975690673552e-46
RHBDD3	800.2030063107667	-1.5367964654692134	0.10504992118722144	1.8016614036720626e-50	3.977167548606078e-46
RPL41P1	2362.4822914155734	-1.2660909498901796	0.08606233288260319	2.6335384533039913e-50	5.813536135668561e-46
HSPE1	2428.530997997204	-1.014644245666388	0.06881285216134354	2.8992441953805915e-50	6.400081561302656e-46
MLST8	1515.4317393626923	-1.014710671104754	0.068876811355005	3.4999394108068056e-50	7.726116249356023e-46
MYBBP1A	4643.828179182605	-1.3202280934763073	0.08999416965583144	3.816639693614735e-50	8.425232123654527e-46
LIX1L-AS1	66.60912664869888	3.5263761316837003	0.23914529889412167	6.200482787944069e-50	1.3687565754386532e-45
ENSG00000261505	48.051900444278424	3.6348040345196333	0.24677596345384695	7.245554479010502e-50	1.5994561512415683e-45
ENSG00000268015	57.050670873970894	6.367838080981385	0.43828807567648814	7.923675705583756e-50	1.7491514120076143e-45
ARL6IP1	710.1167931565923	-1.2244100475303814	0.08362312229200963	8.500166662446248e-50	1.8764117907350093e-45
LARGE2	1834.3977380514316	-1.0713245007711278	0.07304794306428325	8.538389392326611e-50	1.8848494583560994e-45
LRRC14	641.2076773233798	-1.571354801905099	0.10844167095138392	1.0697282989616847e-49	2.361425219957919e-45
ENSG00000240553	239.70035503976055	2.1846978757669664	0.15125140898371128	1.0967817220450538e-49	2.421145651414456e-45
GPC1	1236.1162865050887	-1.1236619200960716	0.07679929118660365	1.2976855106517389e-49	2.8646407647637135e-45
SSNA1	1303.8834337510884	-1.0679356860053166	0.07306566202616831	1.789015132654338e-49	3.949250905334451e-45
ZNF512B	1326.1165469415075	-1.4305432060435772	0.09857803342676041	2.0876947328767086e-49	4.608586122825334e-45
DAPK3	1293.3705023202767	-1.2226179658597707	0.08390587180812599	2.411254901019981e-49	5.322845194001608e-45
CHCHD10	574.1172435372536	-1.781891588413771	0.1249384091829737	7.890366880928674e-49	1.7417984889650048e-44
ENSG00000261419	53.48115257631296	3.712977800621763	0.2552309324150289	9.738867930574994e-49	2.14985509567443e-44
CLUH	3599.5530687810574	-1.313535750210411	0.0911490110440839	1.7352338347751117e-48	3.8305286902660593e-44
TMEM184B	2337.583496612831	-1.039900404150502	0.07197051831395618	2.1419491452378576e-48	4.728352738112571e-44
SLC29A2	900.349506027703	-1.7238930928233485	0.1214079758681488	2.5868663813418396e-48	5.710507536812111e-44
ENSG00000267469	48.63455323718405	5.088461134591449	0.3549482817028261	4.407178915386964e-48	9.728847455716723e-44
ENSG00000286195	116.21916366051347	2.929073128363578	0.20271984179659105	4.528539095642238e-48	9.99675005363024e-44
LYPLA2	3927.5030421630036	-1.0238210776016494	0.07139748151776598	1.0643000528996509e-47	2.3494423667759793e-43
IGSF9	887.1441316371727	-1.3800118595116604	0.09677798690439159	1.0837438456351235e-47	2.392364539239535e-43
MPV17L2	751.1637307999475	-1.3516390647788046	0.09476166979062477	1.1960712548357122e-47	2.6403272950498346e-43
CCDC85B	656.7048952310038	-1.6223632180562007	0.11481131732602878	1.3118045560509232e-47	2.895808557482413e-43
FASN	34620.445894422395	-1.5780820688965733	0.1117201795114215	1.939827788624424e-47	4.282169843388416e-43
TMEM161A	623.3587221206172	-1.1577560864575194	0.08114503506816234	2.346485901126781e-47	5.1798676267373696e-43
DLGAP4-AS1	186.44553119321125	2.8264044598387117	0.19764459600420115	3.108001181795432e-47	6.860912608813416e-43
JSRP1	78.7432597880329	3.6960326233938807	0.2583159812947113	3.174012809783289e-47	7.00663327759661e-43
ZBTB45	521.985366838547	-1.5659689439413846	0.11116606203945915	3.656547863207936e-47	8.071829408031519e-43
ZDHHC12	472.33499408333176	-1.3372948553444854	0.09434396193516734	4.583162883950936e-47	1.0117332066321691e-42
SYNGR2	901.9374705221969	-1.2093532893394958	0.08511713364094478	4.780760256659645e-47	1.0553528266576166e-42
THOP1	2224.9546283349305	-1.1390323431405176	0.08022032415357028	6.562170292902465e-47	1.4485990921582192e-42
ARHGAP23	2454.3877207355517	-1.2819506669194511	0.09061656046282168	8.775479847305326e-47	1.9371871762926508e-42
DPM2	927.2629907467417	-1.0590259346685917	0.07464983112442207	9.05472760535118e-47	1.998831118881273e-42
SLC35C2	1118.4257028430375	-1.0516701685441276	0.07415003491856453	9.63857475917427e-47	2.12771537808772e-42
SLC27A4	789.363750536114	-1.1338666090584464	0.08005667515278933	1.1002637040603014e-46	2.4288321267131152e-42
MIB2	477.3699784108187	-1.541205593426144	0.11032622404439701	2.2818676589943383e-46	5.037222857230002e-42
SLC27A3	701.1079593898804	-1.2642122033231151	0.08995740299389518	3.544253131930888e-46	7.823938788737435e-42
CNPPD1	1049.819224728808	-1.0161972808954798	0.07218076320604451	4.4802072971516014e-46	9.89005760846216e-42
RRP12	3121.669655290796	-1.1257045167021054	0.08009439928206026	5.2136692713330305e-46	1.1509174916467664e-41
ZNF787	1520.469445499127	-1.0564673917884904	0.07530960429378011	8.563041402788534e-46	1.890291389665569e-41
SREBF1	1980.1437753514128	-1.5914076614232737	0.11496199692812979	9.346484723529161e-46	2.0632365027190624e-41
FPGS	1536.9953302229342	-1.0885018740820747	0.07765991968674897	9.6236470843856e-46	2.1244200938781212e-41
